#word,len,pattern,sortedword
plop,4,ABCA,lopp
plopped,7,ABCAADE,deloppp
plopping,8,ABCAADEF,gilnoppp
plosive,7,ABCDEFG,eilopsv
plot,4,ABCD,lopt
plotted,7,ABCDDEF,deloptt
plotter,7,ABCDDEF,eloprtt
plotting,8,ABCDDEFG,gilnoptt
plover,6,ABCDEF,eloprv
plow,4,ABCD,lopw
plowman,7,ABCDEFG,almnopw
plowshare,9,ABCDEFGHI,aehloprsw
ploy,4,ABCD,lopy
pluck,5,ABCDE,cklpu
plucky,6,ABCDEF,cklpuy
plug,4,ABCD,glpu
pluggable,9,ABCDDEFBG,abeggllpu
plugged,7,ABCDDEF,degglpu
plugging,8,ABCDDEFD,gggilnpu
plugs,5,ABCDE,glpsu
plum,4,ABCD,lmpu
plumage,7,ABCDEFG,aeglmpu
plumb,5,ABCDE,blmpu
plumbed,7,ABCDEFG,bdelmpu
plume,5,ABCDE,elmpu
plummer,7,ABCDDEF,elmmpru
plummet,7,ABCDDEF,elmmptu
plummeting,10,ABCDDEFGHI,egilmmnptu
plump,5,ABCDA,lmppu
plunder,7,ABCDEFG,delnpru
plunge,6,ABCDEF,eglnpu
plunk,5,ABCDE,klnpu
plural,6,ABCDEB,allpru
pluralism,9,ABCDEBFGH,aillmprsu
pluralist,9,ABCDEBFGH,aillprstu
pluralistic,11,ABCDEBFGHFI,aciillprstu
plurality,9,ABCDEBFGH,aillprtuy
pluralization,13,ABCDEBFGEHFIJ,aaiillnoprtuz
pluralize,9,ABCDEBFGH,aeillpruz
plus,4,ABCD,lpsu
plush,5,ABCDE,hlpsu
plushy,6,ABCDEF,hlpsuy
Plutarch,8,ABCDEFGH,Pachlrtu
Pluto,5,ABCDE,Plotu
plutonium,9,ABCDEFGCH,ilmnoptuu
ply,3,ABC,lpy
Plymouth,8,ABCDEFGH,Phlmotuy
plywood,7,ABCDEEF,dloopwy
PM,2,AB,MP
pneumatic,9,ABCDEFGHI,aceimnptu
pneumonia,9,ABCDEFBGH,aeimnnopu
poach,5,ABCDE,achop
Pocahontas,10,ABCDEBFGDH,Paachnoost
pock,4,ABCD,ckop
pocket,6,ABCDEF,cekopt
pocketbook,10,ABCDEFGBBD,bcekkooopt
pocketful,9,ABCDEFGHI,cefkloptu
Pocono,6,ABCBDB,Pcnooo
pod,3,ABC,dop
podge,5,ABCDE,degop
podia,5,ABCDE,adiop
podium,6,ABCDEF,dimopu
Poe,3,ABC,Peo
poem,4,ABCD,emop
poesy,5,ABCDE,eopsy
poet,4,ABCD,eopt
poetic,6,ABCDEF,ceiopt
poetical,8,ABCDEFGH,aceilopt
poetry,6,ABCDEF,eoprty
pogo,4,ABCB,goop
pogrom,6,ABCDBE,gmoopr
poignancy,9,ABCDEFEGH,acginnopy
poignant,8,ABCDEFEG,aginnopt
Poincare,8,ABCDEFGH,Paceinor
Poindexter,10,ABCDEFGHFI,Pdeeinortx
poinsettia,10,ABCDEFGGCH,aeiinopstt
point,5,ABCDE,inopt
pointed,7,ABCDEFG,deinopt
pointless,9,ABCDEFGHH,eilnopsst
pointy,6,ABCDEF,inopty
poise,5,ABCDE,eiops
poison,6,ABCDBE,inoops
poisonous,9,ABCDBEBFD,inooopssu
Poisson,7,ABCDDBE,Pinooss
poke,4,ABCD,ekop
pokerface,9,ABCDEFGHD,aceefkopr
pol,3,ABC,lop
Poland,6,ABCDEF,Padlno
polar,5,ABCDE,alopr
polarimeter,11,ABCDEFGHIHE,aeeilmoprrt
polarimetry,11,ABCDEFGHIEJ,aeilmoprrty
Polaris,7,ABCDEFG,Pailors
polariscope,11,ABCDEFGHBAI,aceiloopprs
polarity,8,ABCDEFGH,ailoprty
polarization,12,ABCDEFGDHFBI,aaiilnooprtz
polarize,8,ABCDEFGH,aeiloprz
polarized,9,ABCDEFGHI,adeiloprz
polarogram,10,ABCDEBFEDG,aaglmooprr
polarograph,11,ABCDEBFEDAG,aaghloopprr
polarography,12,ABCDEBFEDAGH,aaghloopprry
Polaroid,8,ABCDEBFG,Padiloor
pole,4,ABCD,elop
polecat,7,ABCDEFG,acelopt
polemic,7,ABCDEFG,ceilmop
polemical,9,ABCDEFGHC,aceillmop
police,6,ABCDEF,ceilop
policeman,9,ABCDEFGHI,aceilmnop
policemen,9,ABCDEFGFH,ceeilmnop
policy,6,ABCDEF,cilopy
policymaker,11,ABCDEFGHIJK,aceiklmopry
policymaking,12,ABCDEFGHIDJK,acgiiklmnopy
polio,5,ABCDB,iloop
polis,5,ABCDE,ilops
polish,6,ABCDEF,hilops
politburo,9,ABCDEFGHB,bilooprtu
polite,6,ABCDEF,eilopt
politic,7,ABCDEDF,ciilopt
political,9,ABCDEDFGC,aciillopt
politician,10,ABCDEDFDGH,aciiilnopt
politicized,11,ABCDEDFDGHI,cdeiiiloptz
politicking,11,ABCDEDFGDHI,cgiiiklnopt
politico,8,ABCDEDFB,ciiloopt
polities,8,ABCDEDFG,eiilopst
Polk,4,ABCD,Pklo
polka,5,ABCDE,aklop
poll,4,ABCC,llop
polled,6,ABCCDE,dellop
pollock,7,ABCCBDE,cklloop
pollutant,9,ABCCDEFGE,allnopttu
pollute,7,ABCCDEF,elloptu
Pollux,6,ABCCDE,Plloux
polo,4,ABCB,loop
polonaise,9,ABCBDEFGH,aeilnoops
polonium,8,ABCBDEFG,ilmnoopu
polybutene,10,ABCDEFGHIH,beelnoptuy
polychemicals,13,ABCDEFGHIEJCK,accehillmopsy
polycrystalline,15,ABCDEFDGHICCJKL,aceilllnoprstyy
polyelectrolytes,16,ABCDECEFGHBCDGEI,ceeelllooprsttyy
polyester,9,ABCDEFGEH,eeloprsty
polyether,9,ABCDEFGEH,eehloprty
polyethylene,12,ABCDEFGDCEHE,eeehllnoptyy
polygamous,10,ABCDEFGBHI,aglmoopsuy
polygamy,8,ABCDEFGD,aglmopyy
polygon,7,ABCDEBF,glnoopy
polygonal,9,ABCDEBFGC,agllnoopy
polygynous,10,ABCDEDFBGH,glnoopsuyy
polyhedra,9,ABCDEFGHI,adehlopry
polyhedral,10,ABCDEFGHIC,adehllopry
polyhedron,10,ABCDEFGHBI,dehlnoopry
polyisobutylene,15,ABCDEFBGHIDCJKJ,beeillnoopstuyy
polyisocyanates,15,ABCDEFBGDHIHJKF,aaceilnoopsstyy
polymer,7,ABCDEFG,elmopry
polymerase,10,ABCDEFGHIF,aeelmoprsy
polymeric,9,ABCDEFGHI,ceilmopry
polymerizations,15,ABCDEFGHIJKHBLM,aeiilmnooprstyz
polymorph,9,ABCDEBFAG,hlmooppry
polymorphic,11,ABCDEBFAGHI,chilmooppry
polymyositis,12,ABCDEDBFGHGF,iilmoopsstyy
Polynesian,10,ABCDEFGHIE,Paeilnnosy
polynomial,10,ABCDEBFGHC,aillmnoopy
Polyphemus,10,ABCDAEFGHI,Pehlmopsuy
polyphonic,10,ABCDAEBFGH,chilnooppy
polyphony,9,ABCDAEBFD,hlnooppyy
polyphosphate,13,ABCDAEBFAEGHI,aehhloopppsty
polypropylene,13,ABCDAEBADCFGF,eellnoopppryy
polystyrene,11,ABCDEFDGHIH,eelnoprstyy
polytechnic,11,ABCDEFGHIJG,ccehilnopty
polytonal,9,ABCDEBFGC,allnoopty
polyunsaturated,15,ABCDEFGHIEJHIKL,aadelnoprsttuuy
pomegranate,11,ABCDEFGHGID,aaeegmnoprt
Pomerania,9,ABCDEFGHF,Paaeimnor
Pomeranian,10,ABCDEFGHFG,Paaeimnnor
Pomona,6,ABCBDE,Pamnoo
pomp,4,ABCA,mopp
pompadour,9,ABCADEBFG,admooppru
pompano,7,ABCADEB,amnoopp
Pompeii,7,ABCADEE,Peiimop
Pompey,6,ABCADE,Pemopy
pompons,7,ABCABDE,mnoopps
pomposity,9,ABCABDEFG,imooppsty
pompous,7,ABCABDE,mooppsu
poncho,6,ABCDEB,chnoop
pond,4,ABCD,dnop
ponder,6,ABCDEF,denopr
ponderous,9,ABCDEFBGH,denooprsu
pons,4,ABCD,nops
Pontiac,7,ABCDEFG,Pacinot
pontiff,7,ABCDEFF,ffinopt
pontifical,10,ABCDEFEGHI,acfiilnopt
pontificate,11,ABCDEFEGHDI,acefiinoptt
pony,4,ABCD,nopy
pooch,5,ABBCD,choop
poodle,6,ABBCDE,deloop
poof,4,ABBC,foop
pooh,4,ABBC,hoop
pool,4,ABBC,loop
poor,4,ABBC,oopr
pop,3,ABA,opp
popcorn,7,ABACBDE,cnooppr
Pope,4,ABAC,Peop
pope,4,ABAC,eopp
Popek,5,ABACD,Pekop
poplar,6,ABACDE,aloppr
poplin,6,ABACDE,ilnopp
popped,6,ABAACD,deoppp
popper,6,ABAACD,eopppr
popping,7,ABAACDE,ginoppp
poppy,5,ABAAC,opppy
poppyseed,9,ABAACDEEF,deeopppsy
Popsicle,8,ABACDEFG,Pceilops
populace,8,ABACDEFG,aceloppu
popular,7,ABACDEF,aloppru
popularism,10,ABACDEFGHI,ailmopprsu
popularity,10,ABACDEFGHI,ailopprtuy
popularization,14,ABACDEFGHEIGBJ,aaiilnoopprtuz
popularize,10,ABACDEFGHI,aeiloppruz
popularizes,11,ABACDEFGHIJ,aeilopprsuz
populate,8,ABACDEFG,aelopptu
populous,8,ABACDBCE,looppsuu
porcelain,9,ABCDEFGHI,aceilnopr
porch,5,ABCDE,chopr
porcine,7,ABCDEFG,ceinopr
porcupine,9,ABCDEAFGH,ceinoppru
pore,4,ABCD,eopr
porgy,5,ABCDE,gopry
pork,4,ABCD,kopr
porn,4,ABCD,nopr
pornographer,12,ABCDBECFAGHC,aeghnoopprrr
pornographic,12,ABCDBECFAGHI,acghinoopprr
pornography,11,ABCDBECFAGH,aghnoopprry
porosity,8,ABCBDEFG,iooprsty
porous,6,ABCBDE,ooprsu
porpoise,8,ABCABDEF,eioopprs
porridge,8,ABCCDEFG,degioprr
port,4,ABCD,oprt
portability,11,ABCDEFGHGDI,abiiloprtty
portable,8,ABCDEFGH,abeloprt
portably,8,ABCDEFGH,abloprty
portage,7,ABCDEFG,aegoprt
portal,6,ABCDEF,aloprt
portamento,10,ABCDEFGHDB,aemnooprtt
portend,7,ABCDEFG,denoprt
portent,7,ABCDEFD,enoprtt
portentous,10,ABCDEFDBGH,enooprsttu
porterhouse,11,ABCDECFBGHE,eehooprrstu
portfolio,9,ABCDEBFGB,filoooprt
portion,7,ABCDEBF,inooprt
Portland,8,ABCDEFGH,Padlnort
portly,6,ABCDEF,loprty
portmanteau,11,ABCDEFGDHFI,aaemnoprttu
portrait,8,ABCDCEFD,aioprrtt
portraiture,11,ABCDCEFDGCH,aeioprrrttu
portray,7,ABCDCEF,aoprrty
portrayal,9,ABCDCEFEG,aaloprrty
ports,5,ABCDE,oprst
Portsmouth,10,ABCDEFBGDH,Phmoorsttu
Portugal,8,ABCDEFGH,Paglortu
Portuguese,10,ABCDEFEGHG,Peegorstuu
pose,4,ABCD,eops
posed,5,ABCDE,deops
Poseidon,8,ABCDEFBG,Pdeinoos
poses,5,ABCDC,eopss
poseur,6,ABCDEF,eoprsu
posh,4,ABCD,hops
posit,5,ABCDE,iopst
position,8,ABCDEDBF,iinoopst
positional,10,ABCDEDBFGH,aiilnoopst
positive,8,ABCDEDFG,eiiopstv
positivism,10,ABCDEDFDCG,iiimopsstv
positivist,10,ABCDEDFDCE,iiiopssttv
positron,8,ABCDEFBG,inooprst
posse,5,ABCCD,eopss
possess,7,ABCCDCC,eopssss
possessed,9,ABCCDCCDE,deeopssss
possession,10,ABCCDCCEBF,einoopssss
possessional,12,ABCCDCCEBFGH,aeilnoopssss
possessive,10,ABCCDCCEFD,eeiopssssv
possessor,9,ABCCDCCBE,eooprssss
possibility,11,ABCCDEDFDGH,biiilopssty
possible,8,ABCCDEFG,beilopss
possibly,8,ABCCDEFG,bilopssy
possum,6,ABCCDE,mopssu
post,4,ABCD,opst
postage,7,ABCDEFG,aegopst
postal,6,ABCDEF,alopst
postcard,8,ABCDEFGH,acdoprst
postcondition,13,ABCDEBFGHDHBF,cdiinnooopstt
postdoctoral,12,ABCDEBFDBGHI,acdloooprstt
posterior,9,ABCDEFGBF,eiooprrst
posteriori,10,ABCDEFGBFG,eiiooprrst
posterity,9,ABCDEFGDH,eioprstty
postfix,7,ABCDEFG,fiopstx
postgraduate,12,ABCDEFGHIGDJ,aadegoprsttu
posthumous,10,ABCDEFGBFC,hmoopsstuu
postlude,8,ABCDEFGH,delopstu
postman,7,ABCDEFG,amnopst
postmarital,11,ABCDEFGHDFI,aailmoprstt
postmark,8,ABCDEFGH,akmoprst
postmaster,10,ABCDEFCDGH,aemoprsstt
postmen,7,ABCDEFG,emnopst
postmortem,10,ABCDEBFDGE,emmooprstt
postoperative,13,ABCDBAEFGDHIE,aeeioopprsttv
postorder,9,ABCDBEFGE,deooprrst
postpartum,10,ABCDAEFDGH,amopprsttu
postpone,8,ABCDABEF,enooppst
postponement,12,ABCDABEFGFED,eemnnooppstt
postpositions,13,ABCDABCEDEBFC,iinoooppssstt
posts,5,ABCDC,opsst
postscript,10,ABCDCEFGAD,ciopprsstt
postsecondary,13,ABCDCEFBGHIJK,acdenooprssty
postulate,9,ABCDEFGDH,aelopsttu
posture,7,ABCDEFG,eoprstu
postvocalic,11,ABCDEBFGHIF,acciloopstv
postwar,7,ABCDEFG,aoprstw
pot,3,ABC,opt
potable,7,ABCDEFG,abelopt
potage,6,ABCDEF,aegopt
potash,6,ABCDEF,ahopst
potassium,9,ABCDEEFGH,aimopsstu
potato,6,ABCDCB,aooptt
potatoes,8,ABCDCBEF,aeoopstt
potbelly,8,ABCDEFFG,bellopty
potboil,7,ABCDBEF,biloopt
Potemkin,8,ABCDEFGH,Peikmnot
potency,7,ABCDEFG,cenopty
potent,6,ABCDEC,enoptt
potentate,9,ABCDECFCD,aeenopttt
potential,9,ABCDECFGH,aeilnoptt
potentiality,12,ABCDECFGHFCI,aeiilnopttty
potentiating,12,ABCDECFGCFEH,aegiinnopttt
potentiometer,13,ABCDECFBGDCDH,eeeimnooprttt
pothole,7,ABCDBEF,ehloopt
potion,6,ABCDBE,inoopt
potlatch,8,ABCDECFG,achloptt
potluck,7,ABCDEFG,ckloptu
Potomac,7,ABCBDEF,Pacmoot
potpourri,9,ABCABDEEF,ioopprrtu
Potsdam,7,ABCDEFG,Padmost
Pottawatomie,12,ABCCDEDCBFGH,Paaeimootttw
potted,6,ABCCDE,deoptt
potter,6,ABCCDE,eoprtt
pottery,7,ABCCDEF,eoprtty
potting,7,ABCCDEF,ginoptt
Potts,5,ABCCD,Postt
pouch,5,ABCDE,chopu
Poughkeepsie,12,ABCDEFGGAHIG,Peeeghikopsu
poultice,8,ABCDEFGH,ceiloptu
poultry,7,ABCDEFG,loprtuy
pounce,6,ABCDEF,cenopu
pound,5,ABCDE,dnopu
pour,4,ABCD,opru
pouring,7,ABCDEFG,ginopru
Poussin,7,ABCDDEF,Pinossu
pout,4,ABCD,optu
poverty,7,ABCDEFG,eoprtvy
pow,3,ABC,opw
powder,6,ABCDEF,deoprw
powderpuff,10,ABCDEFAGHH,deffoppruw
powdery,7,ABCDEFG,deoprwy
Powell,6,ABCDEE,Pellow
power,5,ABCDE,eoprw
powerful,8,ABCDEFGH,eflopruw
powerless,9,ABCDEFDGG,eeloprssw
pox,3,ABC,opx
practicability,14,ABCDEFDCGFHFEI,aabcciiilprtty
practicable,11,ABCDEFDCGHI,aabcceilprt
practicably,11,ABCDEFDCGHI,aabccilprty
practical,9,ABCDEFDCG,aaccilprt
practicality,12,ABCDEFDCGFEH,aacciilprtty
practice,8,ABCDEFDG,acceiprt
practitioner,12,ABCDEFEFGHIB,aceiinoprrtt
pragmatic,9,ABCDECFGH,aacgimprt
pragmatically,13,ABCDECFGHCIIJ,aaacgillmprty
pragmatism,10,ABCDECFGHE,aagimmprst
pragmatist,10,ABCDECFGHF,aagimprstt
Prague,6,ABCDEF,Paegru
prairie,7,ABCDBDE,aeiiprr
praise,6,ABCDEF,aeiprs
praiseworthy,12,ABCDEFGHBIJK,aehioprrstwy
praising,8,ABCDEDFG,agiinprs
pram,4,ABCD,ampr
prance,6,ABCDEF,acenpr
prancing,8,ABCDEFDG,acginnpr
prank,5,ABCDE,aknpr
praseodymium,12,ABCDEFGHIJKI,adeimmoprsuy
prate,5,ABCDE,aeprt
prating,7,ABCDEFG,aginprt
Pratt,5,ABCDD,Partt
prattle,7,ABCDDEF,aelprtt
prattling,9,ABCDDEFGH,agilnprtt
Prattville,10,ABCDDEFGGH,Paeillrttv
Pravda,6,ABCDEC,Paadrv
praxes,6,ABCDEF,aeprsx
praxis,6,ABCDEF,aiprsx
pray,4,ABCD,apry
prayer,6,ABCDEB,aeprry
prayerful,9,ABCDEBFGH,aeflprruy
preach,6,ABCDEF,acehpr
preaching,9,ABCDEFGHI,aceghinpr
preallocate,11,ABCDEEFGDHC,aaceelloprt
preallocation,13,ABCDEEFGDHIFJ,aaceillnooprt
preallocator,12,ABCDEEFGDHFB,aacellooprrt
preamble,8,ABCDEFGC,abeelmpr
prearranged,11,ABCDBBDEFCG,aadeegnprrr
preassign,9,ABCDEEFGH,aeginprss
Precambrian,11,ABCDEFGBHEI,Paabceimnrr
precarious,10,ABCDEBFGHI,aceioprrsu
precaution,10,ABCDEFGHIJ,aceinoprtu
precautionary,13,ABCDEFGHIJEBK,aaceinoprrtuy
precede,7,ABCDCEC,cdeeepr
precedence,10,ABCDCECFDC,ccdeeeenpr
precedent,9,ABCDCECFG,cdeeenprt
precedented,11,ABCDCECFGCE,cddeeeenprt
precept,7,ABCDCAE,ceepprt
preceptive,10,ABCDCAEFGC,ceeeipprtv
precess,7,ABCDCEE,ceeprss
precession,10,ABCDCEEFGH,ceeinoprss
prechlorination,15,ABCDEFGBHIJKHGI,acehiilnnooprrt
precinct,8,ABCDEFDG,cceinprt
precious,8,ABCDEFGH,ceioprsu
precipice,9,ABCDEAEDC,cceeiippr
precipitable,12,ABCDEAEFGHIC,abceeiilpprt
precipitate,11,ABCDEAEFGFC,aceeiipprtt
precipitous,11,ABCDEAEFGHI,ceiiopprstu
precise,7,ABCDEFC,ceeiprs
preclude,8,ABCDEFGC,cdeelpru
precocious,10,ABCDEDFEGH,cceiooprsu
precocity,9,ABCDEDFGH,cceioprty
precode,7,ABCDEFC,cdeeopr
precollege,10,ABCDEFFCGC,ceeegllopr
precolonial,11,ABCDEFEGHIF,aceillnoopr
preconceive,11,ABCDEFDCGHC,cceeeinoprv
preconception,13,ABCDEFDCAGHEF,cceeinnoopprt
precondition,12,ABCDEFGHIHEF,cdeiinnooprt
preconscious,12,ABCDEFGDHEIG,cceinooprssu
precooked,9,ABCDEEFCG,cdeekoopr
precursor,9,ABCDEBFGB,ceoprrrsu
precut,6,ABCDEF,ceprtu
predate,7,ABCDEFC,adeeprt
predatory,9,ABCDEFGBH,adeoprrty
predecessor,11,ABCDCECFFGB,cdeeeoprrss
predecline,10,ABCDCEFGHC,cdeeeilnpr
predefine,9,ABCDCEFGC,deeefinpr
predefinition,13,ABCDCEFGFHFIG,deefiiinnoprt
predestined,11,ABCDCEFGHCD,ddeeeinprst
predetermine,12,ABCDCECBFGHC,deeeeimnprrt
predicament,11,ABCDEFGHCIJ,acdeeimnprt
predicate,9,ABCDEFGHC,acdeeiprt
predicator,10,ABCDEFGHIB,acdeioprrt
predict,7,ABCDEFG,cdeiprt
predictability,14,ABCDEFGHIEJEGK,abcdeiiilprtty
predictable,11,ABCDEFGHIJC,abcdeeilprt
predictably,11,ABCDEFGHIJK,abcdeilprty
predicted,9,ABCDEFGCD,cddeeiprt
prediction,10,ABCDEFGEHI,cdeiinoprt
predictive,10,ABCDEFGEHC,cdeeiiprtv
predictor,9,ABCDEFGHB,cdeioprrt
predigested,11,ABCDEFCGHCD,ddeeegiprst
predilect,9,ABCDEFCGH,cdeeilprt
predilection,12,ABCDEFCGHEIJ,cdeeiilnoprt
predispose,10,ABCDEFAGFC,deeiopprss
predisposition,14,ABCDEFAGFEHEGI,deiiinoopprsst
predoctoral,11,ABCDEFGEBHI,acdelooprrt
predominance,12,ABCDEFGHIHJC,acdeeimnnopr
predominant,11,ABCDEFGHIHJ,adeimnnoprt
predominate,11,ABCDEFGHIJC,adeeimnoprt
preeminence,11,ABCCDEFCFGC,ceeeeimnnpr
preeminent,10,ABCCDEFCFG,eeeimnnprt
preemployment,13,ABCCDAEFGDCHI,eeelmmnopprty
preempt,7,ABCCDAE,eempprt
preemption,10,ABCCDAEFGH,eeimnopprt
preemptive,10,ABCCDAEFGC,eeeimpprtv
preemptor,9,ABCCDAEFB,eemopprrt
preen,5,ABCCD,eenpr
preexistent,11,ABCCDEFGCHG,eeeinprsttx
preexisting,11,ABCCDEFGEHI,eegiinprstx
prefab,6,ABCDEF,abefpr
prefabricate,12,ABCDEFBGHEIC,aabceefiprrt
preface,7,ABCDEFC,aceefpr
prefatory,9,ABCDEFGBH,aefoprrty
prefect,7,ABCDCEF,ceefprt
prefecture,10,ABCDCEFGBC,ceeefprrtu
prefer,6,ABCDCB,eefprr
preferable,10,ABCDCBEFGC,abeeeflprr
preferably,10,ABCDCBEFGH,abeeflprry
preference,10,ABCDCBCEFC,ceeeefnprr
preferential,12,ABCDCBCEFGHI,aeeefilnprrt
preferment,10,ABCDCBECFG,eeefmnprrt
preferred,9,ABCDCBBCE,deeefprrr
preferring,10,ABCDCBBEFG,eefginprrr
prefiguration,13,ABCDEFGBHIEJK,aefgiinoprrtu
prefix,6,ABCDEF,efiprx
preflight,9,ABCDEFGHI,efghilprt
pregnancy,9,ABCDEFEGH,acegnnpry
pregnant,8,ABCDEFEG,aegnnprt
prehistoric,11,ABCDEFGHBEI,cehiioprrst
preindustrial,13,ABCDEFGHIBDJK,adeiilnprrstu
preinitialize,13,ABCDEDFDGHDIC,aeeiiiilnprtz
preinterview,12,ABCDEFCBGDCH,eeeiinprrtvw
preisolated,11,ABCDEFGHICJ,adeeiloprst
prejudge,8,ABCDEFGC,deegjpru
prejudice,9,ABCDEFGHC,cdeeijpru
prejudiced,10,ABCDEFGHCF,cddeeijpru
prejudicial,11,ABCDEFGHGIJ,acdeiijlpru
prelate,7,ABCDEFC,aeelprt
preliminary,11,ABCDEFEGHBI,aeiilmnprry
preliterate,11,ABCDEFCBGFC,aeeeilprrtt
prelude,7,ABCDEFC,deelpru
premarital,10,ABCDEBFGEH,aaeilmprrt
premarket,9,ABCDEBFCG,aeekmprrt
premature,9,ABCDEFGBC,aeemprrtu
prematurity,11,ABCDEFGBHFI,aeimprrttuy
premeditate,11,ABCDCEFGHGC,adeeeimprtt
premeditated,12,ABCDCEFGHGCE,addeeeimprtt
premier,7,ABCDECB,eeimprr
premiere,8,ABCDECBC,eeeimprr
premise,7,ABCDEFC,eeimprs
premium,7,ABCDEFD,eimmpru
premix,6,ABCDEF,eimprx
premonition,11,ABCDEFGHGEF,eiimnnooprt
premonitory,11,ABCDEFGHEBI,eimnooprrty
Prentice,8,ABCDEFGC,Pceeinrt
preoccupation,13,ABCDEEFAGHIDJ,acceinoopprtu
preoccupy,9,ABCDEEFAG,cceoppruy
preordainment,13,ABCDBEFGHICHJ,adeeimnnoprrt
prep,4,ABCA,eppr
prepackaged,11,ABCADEFDGCH,aacdeegkppr
preparation,11,ABCADBDEFGH,aaeinopprrt
preparative,11,ABCADBDEFGC,aaeeipprrtv
preparatory,11,ABCADBDEFBG,aaeopprrrty
prepare,7,ABCADBC,aeepprr
prepared,8,ABCADBCE,adeepprr
prepayment,10,ABCADEFCGH,aeemnpprty
prepend,7,ABCACDE,deenppr
preponderance,13,ABCADEFCBGEHC,acdeeennopprr
preponderant,12,ABCADEFCBGEH,adeennopprrt
preponderate,12,ABCADEFCBGHC,adeeenopprrt
preposition,11,ABCADEFGFDH,eiinoopprst
prepositional,13,ABCADEFGFDHIJ,aeiilnoopprst
preposterous,12,ABCADEFCBDGE,eeoopprrsstu
prepping,8,ABCAADEF,eginpppr
preprepared,11,ABCABCADBCE,adeeeppprrr
preprint,8,ABCABDEF,einpprrt
preprocessing,13,ABCABDECFFGHI,ceeginopprrss
preprocessor,12,ABCABDECFFDB,ceeoopprrrss
preproduction,13,ABCABDEFGHIDJ,cdeinoopprrtu
preprogrammed,13,ABCABDEBFGGCH,adeegmmopprrr
prepubescent,12,ABCADECFGCHI,bceeenpprstu
prepublication,14,ABCADEFGHIJGKL,abceiilnopprtu
preradiation,12,ABCBDEFDGFHI,aadeiinoprrt
prerequisite,12,ABCBCDEFGFHC,eeeiipqrrstu
prerogative,11,ABCBDEFGHIC,aeegioprrtv
presage,7,ABCDEFC,aeegprs
Presbyterian,12,ABCDEFGCBHIJ,Pabeeinrrsty
Presbyterianism,15,ABCDEFGCBHIJHDK,Pabeeiimnrrssty
preschool,9,ABCDEFGGH,cehlooprs
Prescott,8,ABCDEFGG,Pceorstt
prescribe,9,ABCDEBFGC,bceeiprrs
prescribed,10,ABCDEBFGCH,bcdeeiprrs
prescript,9,ABCDEBFAG,ceipprrst
prescription,12,ABCDEBFAGFHI,ceiinopprrst
prescriptive,12,ABCDEBFAGFHC,ceeiipprrstv
preselect,9,ABCDCECFG,ceeelprst
presence,8,ABCDCEFC,ceeenprs
present,7,ABCDCEF,eenprst
presentable,11,ABCDCEFGHIC,abeeelnprst
presentation,12,ABCDCEFGFHIE,aeeinnoprstt
presentational,14,ABCDCEFGFHIEGJ,aaeeilnnoprstt
presentments,12,ABCDCEFGCEFD,eeemnnprsstt
presents,8,ABCDCEFD,eenprsst
preservation,12,ABCDCBEFGHIJ,aeeinoprrstv
preservative,12,ABCDCBEFGHEC,aeeeiprrstvv
preserve,8,ABCDCBEC,eeeprrsv
preserved,9,ABCDCBECF,deeeprrsv
preset,6,ABCDCE,eeprst
preside,7,ABCDEFC,deeiprs
presidency,10,ABCDEFCGHI,cdeeinprsy
president,9,ABCDEFCGH,deeinprst
presidential,12,ABCDEFCGHEIJ,adeeiilnprst
Presley,7,ABCDECF,Peelrsy
presoaks,8,ABCDEFGD,aekoprss
press,5,ABCDD,eprss
pressing,8,ABCDDEFG,eginprss
pressman,8,ABCDDEFG,aemnprss
pressmen,8,ABCDDECF,eemnprss
pressure,8,ABCDDEBC,eeprrssu
pressurize,10,ABCDDEBFGC,eeiprrssuz
prestidigitate,14,ABCDEFGFHFEIEC,adeegiiiprsttt
prestidigitator,15,ABCDEFGFHFEIEJB,adegiiioprrsttt
prestige,8,ABCDEFGC,eegiprst
prestigious,11,ABCDEFGFHID,egiioprsstu
presto,6,ABCDEF,eoprst
Preston,7,ABCDEFG,Penorst
presumable,10,ABCDEFGHIC,abeelmprsu
presumably,10,ABCDEFGHIJ,abelmprsuy
presume,7,ABCDEFC,eemprsu
presuming,9,ABCDEFGHI,egimnprsu
presumption,11,ABCDEFAGHIJ,eimnopprstu
presumptuous,12,ABCDEFAGEHED,emopprsstuuu
presuppose,10,ABCDEAAFDC,eeoppprssu
presupposition,14,ABCDEAAFDGHGFI,eiinooppprsstu
pretence,8,ABCDCEFC,ceeenprt
pretend,7,ABCDCEF,deenprt
pretended,9,ABCDCEFCF,ddeeenprt
pretending,10,ABCDCEFGEH,deeginnprt
pretense,8,ABCDCEFC,eeenprst
pretentious,11,ABCDCEDFGHI,eeinoprsttu
pretest,7,ABCDCED,eeprstt
pretext,7,ABCDCED,eeprttx
Pretoria,8,ABCDEBFG,Paeiorrt
pretrial,8,ABCDBEFG,aeilprrt
prettily,8,ABCDDEFG,eilprtty
pretty,6,ABCDDE,eprtty
pretzels,8,ABCDECFG,eelprstz
prevail,7,ABCDEFG,aeilprv
prevailing,10,ABCDEFGFHI,aegiilnprv
prevalence,10,ABCDEFCGHC,aceeelnprv
prevalent,9,ABCDEFCGH,aeelnprtv
prevent,7,ABCDCEF,eenprtv
